,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
1601,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och2,1,31,2,0.913,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1602,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och4,1,31,2,0.645,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1603,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs333,1,36,NA,0.887,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1604,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Ra1,1,36,NA,0.775,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1605,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Ra2,1,36,NA,0.683,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1606,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Ra4,1,36,NA,0.774,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1607,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Ra6,1,36,NA,0.377,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1608,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Ra2,1,32,NA,0.678,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1609,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Ra4,1,32,NA,0.82,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1610,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Prs328,1,32,NA,0.452,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1611,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Prs333,1,32,NA,0.844,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1612,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Prs275,1,32,NA,0.121,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1613,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Prs303,1,32,NA,0.758,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1614,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Alabama,29.7624,-87.8267,NA,2004-2005,1,Ra1,1,32,NA,0.636,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1620,Melanogrammus aeglefinus,Haddock,Lage & Kornfield 1999 Mol Ecol,1,USA,Gulf of Maine,42.423457,-68.19397,HAD5Y,1996,1,Mae110,0,33,NA,0.9,NA,ppdat,191,Melanogrammus aeglefinus,112,20,"c(55000, 1e+05, 1e+05, 1e+05, 1e+05, NA, NA, NA, NA, NA, 170000, 324000, 59900, 19100, 41000, 44000, NA, NA)","c(NA, NA, NA, NA, NA, NA, 27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 27, NA, NA, NA)",27,"c(NA, 5, 3, 4, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5, NA, NA, NA, 4, NA, NA, 2, NA, 2, 3, 2, 3, 3, 2, NA, NA, NA, NA, NA, 2, NA)",3,one clear seasonal peak per year,3.1 months,external,dioecism,"c(NA, NA, NA, ""oceanic"", NA, NA, NA, NA, NA, ""shelf"", ""shelf"", ""shelf"", ""shelf"", NA, ""coastal"")",-1,1,3.08,101181.8182,3.08
1621,Melanogrammus aeglefinus,Haddock,Lage & Kornfield 1999 Mol Ecol,1,USA,Gulf of Maine,42.423457,-68.19397,HAD5Y,1996,1,Mae249,0,88,NA,0.95,NA,ppdat,191,Melanogrammus aeglefinus,112,20,"c(55000, 1e+05, 1e+05, 1e+05, 1e+05, NA, NA, NA, NA, NA, 170000, 324000, 59900, 19100, 41000, 44000, NA, NA)","c(NA, NA, NA, NA, NA, NA, 27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 27, NA, NA, NA)",27,"c(NA, 5, 3, 4, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5, NA, NA, NA, 4, NA, NA, 2, NA, 2, 3, 2, 3, 3, 2, NA, NA, NA, NA, NA, 2, NA)",3,one clear seasonal peak per year,3.1 months,external,dioecism,"c(NA, NA, NA, ""oceanic"", NA, NA, NA, NA, NA, ""shelf"", ""shelf"", ""shelf"", ""shelf"", NA, ""coastal"")",-1,1,3.08,101181.8182,3.08
1622,Melanogrammus aeglefinus,Haddock,Lage & Kornfield 1999 Mol Ecol,1,USA,Gulf of Maine,42.423457,-68.19397,HAD5Y,1996,1,Mae111,0,81,NA,0.94,NA,ppdat,191,Melanogrammus aeglefinus,112,20,"c(55000, 1e+05, 1e+05, 1e+05, 1e+05, NA, NA, NA, NA, NA, 170000, 324000, 59900, 19100, 41000, 44000, NA, NA)","c(NA, NA, NA, NA, NA, NA, 27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 27, NA, NA, NA)",27,"c(NA, 5, 3, 4, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5, NA, NA, NA, 4, NA, NA, 2, NA, 2, 3, 2, 3, 3, 2, NA, NA, NA, NA, NA, 2, NA)",3,one clear seasonal peak per year,3.1 months,external,dioecism,"c(NA, NA, NA, ""oceanic"", NA, NA, NA, NA, NA, ""shelf"", ""shelf"", ""shelf"", ""shelf"", NA, ""coastal"")",-1,1,3.08,101181.8182,3.08
1623,Melanogrammus aeglefinus,Haddock,Lage & Kornfield 1999 Mol Ecol,1,USA,Gulf of Maine,42.423457,-68.19397,HAD5Y,1996,1,Mae211,0,88,NA,0.96,NA,ppdat,191,Melanogrammus aeglefinus,112,20,"c(55000, 1e+05, 1e+05, 1e+05, 1e+05, NA, NA, NA, NA, NA, 170000, 324000, 59900, 19100, 41000, 44000, NA, NA)","c(NA, NA, NA, NA, NA, NA, 27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 27, NA, NA, NA)",27,"c(NA, 5, 3, 4, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5, NA, NA, NA, 4, NA, NA, 2, NA, 2, 3, 2, 3, 3, 2, NA, NA, NA, NA, NA, 2, NA)",3,one clear seasonal peak per year,3.1 months,external,dioecism,"c(NA, NA, NA, ""oceanic"", NA, NA, NA, NA, NA, ""shelf"", ""shelf"", ""shelf"", ""shelf"", NA, ""coastal"")",-1,1,3.08,101181.8182,3.08
1624,Melanogrammus aeglefinus,Haddock,Lage & Kornfield 1999 Mol Ecol,1,USA,Gulf of Maine,42.423457,-68.19397,HAD5Y,1996,1,Mae206,0,34,NA,0.14,NA,ppdat,191,Melanogrammus aeglefinus,112,20,"c(55000, 1e+05, 1e+05, 1e+05, 1e+05, NA, NA, NA, NA, NA, 170000, 324000, 59900, 19100, 41000, 44000, NA, NA)","c(NA, NA, NA, NA, NA, NA, 27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 27, NA, NA, NA)",27,"c(NA, 5, 3, 4, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5, NA, NA, NA, 4, NA, NA, 2, NA, 2, 3, 2, 3, 3, 2, NA, NA, NA, NA, NA, 2, NA)",3,one clear seasonal peak per year,3.1 months,external,dioecism,"c(NA, NA, NA, ""oceanic"", NA, NA, NA, NA, NA, ""shelf"", ""shelf"", ""shelf"", ""shelf"", NA, ""coastal"")",-1,1,3.08,101181.8182,3.08
1628,Merluccius bilinearis,North American silver hake,"Machado-Schiaffino, Juanes, Garcia-Vazquez (2011) Biological Conservation 144:330-338",0,USA,B3,41,-71.5,NA,2002-2005,6,,1,34,2,0.9,0.009,msats302,195,Merluccius bilinearis,76,12,7.00E+05,"c(NA, NA, NA, NA, NA)",NA,"c(3, NA, NA, NA, NA)",3,one clear seasonal peak per year,3.5 months,external,dioecism,"c(""shelf"", NA, NA, NA)",-1,3,2.6,7.00E+05,2.6
1629,Merluccius bilinearis,North American silver hake,"Machado-Schiaffino, Juanes, Garcia-Vazquez (2011) Biological Conservation 144:330-338",0,USA,BGM2,42.25,-69,NA,2002-2005,6,,1,28,2,0.89,0.009,msats302,195,Merluccius bilinearis,76,12,7.00E+05,"c(NA, NA, NA, NA, NA)",NA,"c(3, NA, NA, NA, NA)",3,one clear seasonal peak per year,3.5 months,external,dioecism,"c(""shelf"", NA, NA, NA)",-1,3,2.6,7.00E+05,2.6
1630,Merluccius bilinearis,North American silver hake,"Machado-Schiaffino, Juanes, Garcia-Vazquez (2011) Biological Conservation 144:330-338",0,USA,B6,42.66666667,-66,NA,2002-2005,6,,1,24,2,0.88,0.014,msats302,195,Merluccius bilinearis,76,12,7.00E+05,"c(NA, NA, NA, NA, NA)",NA,"c(3, NA, NA, NA, NA)",3,one clear seasonal peak per year,3.5 months,external,dioecism,"c(""shelf"", NA, NA, NA)",-1,3,2.6,7.00E+05,2.6
1631,Merluccius bilinearis,North American silver hake,"Machado-Schiaffino, Juanes, Garcia-Vazquez (2011) Biological Conservation 144:330-338",0,USA,B4,41.33333333,-67,NA,2002-2005,6,,1,69,2,0.91,0.004,msats302,195,Merluccius bilinearis,76,12,7.00E+05,"c(NA, NA, NA, NA, NA)",NA,"c(3, NA, NA, NA, NA)",3,one clear seasonal peak per year,3.5 months,external,dioecism,"c(""shelf"", NA, NA, NA)",-1,3,2.6,7.00E+05,2.6
1632,Merluccius bilinearis,North American silver hake,"Machado-Schiaffino, Juanes, Garcia-Vazquez (2011) Biological Conservation 144:330-338",0,USA,B5,38.5,-73.5,NA,2002-2005,6,,1,26,2,0.91,0.008,msats302,195,Merluccius bilinearis,76,12,7.00E+05,"c(NA, NA, NA, NA, NA)",NA,"c(3, NA, NA, NA, NA)",3,one clear seasonal peak per year,3.5 months,external,dioecism,"c(""shelf"", NA, NA, NA)",-1,3,2.6,7.00E+05,2.6
1635,Merluccius productus,North Pacific hake,García-De León et al. (2018) PLoS ONE 13:e0194646,0,USA,Washington,47.92366667,-125.82,NA,2007,8,,0.25,37,2.75,0.93,NA,msats301,198,Merluccius productus,91,16,"c(80000, 33000)","c(35, 34, NA, 37, 35)",35.25,"c(3, 3, NA, 3.8, NA)",3.266666667,NA,6 months,external,dioecism,"c(""oceanic"", NA)",0,NA,NA,56500,NA
1636,Merluccius productus,North Pacific hake,García-De León et al. (2018) PLoS ONE 13:e0194646,0,USA,San Francisco,37.615,-122.952,NA,2007,8,,0.25,31,2.75,0.92,NA,msats301,198,Merluccius productus,91,16,"c(80000, 33000)","c(35, 34, NA, 37, 35)",35.25,"c(3, 3, NA, 3.8, NA)",3.266666667,NA,6 months,external,dioecism,"c(""oceanic"", NA)",0,NA,NA,56500,NA
1637,Merluccius productus,North Pacific hake,García-De León et al. (2018) PLoS ONE 13:e0194646,0,USA,Eureka,40.77166667,-124.4688333,NA,2007,8,,0.25,19,2.75,0.92,NA,msats301,198,Merluccius productus,91,16,"c(80000, 33000)","c(35, 34, NA, 37, 35)",35.25,"c(3, 3, NA, 3.8, NA)",3.266666667,NA,6 months,external,dioecism,"c(""oceanic"", NA)",0,NA,NA,56500,NA
1648,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,East coast Florida,29.512508,-80.593424,GAGSATLC,1993-2005,1,MBO029,1,51,2,0.94,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1649,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,East coast Florida,29.512508,-80.593424,GAGSATLC,1993-2005,1,GAG010,0,51,2,0.903,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1650,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,East coast Florida,29.512508,-80.593424,GAGSATLC,1993-2005,1,MBO048,1,51,4,0.682,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1651,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,GAG010,0,165,2,0.906,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1652,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,MBO048,1,165,4,0.737,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1653,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,CA6,1,165,2,0.706,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1654,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,East coast Florida,29.512508,-80.593424,GAGSATLC,1993-2005,1,CA6,1,51,2,0.696,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1655,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,GAG023,0,165,2,0.925,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1656,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,MBO086,1,165,2,0.908,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1657,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,GAG045,0,165,2,0.752,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1658,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,North Carolina,34.395923,-76.355826,GAGSATLC,1999-2005,1,GAG007,0,165,2,0.464,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1659,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,GAG010,0,211,2,0.915,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1660,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,GAG007,0,208,2,0.48,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1661,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,CA6,1,209,2,0.739,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1662,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,MBO048,1,207,4,0.718,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1663,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,GAG038,0,208,2,0.666,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1664,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,GAG023,0,211,2,0.913,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
1665,Mycteroperca microlepis,Gag,Cushman et al. 2009 CJFAS,0,USA,Northwestern coast of Florida,28.833642,-84.863595,GAGGM,,1,GAG045,0,208,2,0.767,NA,ppdat,209,Mycteroperca microlepis,145,31,"c(10864, 170610)","c(50.8, 51.7, 57.7, 98.1, NA, 72.1, 46.8)",62.86666667,"c(NA, NA, 3, 8, 3, NA, NA)",4.666666667,one clear seasonal peak per year,4.25 months,external,protogyny,"c(""coastal"", ""coastal"", ""coastal"", ""coastal"")",-1,3,NA,90737,NA
