,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
2328,Sebastes auriculatus,Brown rockfish,Hauser et al. 2007 Book,0,USA,"Point Heyer, Vashon Island, Puget Sound, WA (Adults)",47.422513,-122.428064,NA,2004,1,Sme8,1,137,4,0.699,NA,ppdat,288,Sebastes auriculatus,56,34,678000,"c(26, 26, NA)",26,"c(3, 3, NA)",3,NA,NA,internal (oviduct),dioecism,"c(NA, NA)",0,NA,5.5,678000,5.5
2329,Sebastes auriculatus,Brown rockfish,Hauser et al. 2007 Book,0,USA,"Point Heyer, Vashon Island, Puget Sound, WA (Adults)",47.422513,-122.428064,NA,2004,1,Sra16-5,1,137,4,0.923,NA,ppdat,288,Sebastes auriculatus,56,34,678000,"c(26, 26, NA)",26,"c(3, 3, NA)",3,NA,NA,internal (oviduct),dioecism,"c(NA, NA)",0,NA,5.5,678000,5.5
2333,Sebastes carnatus,Gopher rockfish,Narum et al. 2004 Copeia,0,USA,"Fort Bragg, Big Creek, and San Miguel Is., CA",36.44823433,-121.8984507,GOPHERSPCOAST,"19,981,998",7,,1,111,2.714285714,0.8,0.06,ppdat,292,Sebastes carnatus,39,30,425000,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4.3,425000,4.3
2334,Sebastes caurinus,Copper rockfish,Buonaccorsi et al. 2002,0,USA,"Big Creek, CA",36.062803,-121.807658,NA,1993-1999,6,,1,21.7,2.833333333,0.71,NA,ppdat,293,Sebastes caurinus,58,57,20000,"c(31, 17, NA)",24,"c(5, 3, NA)",4,NA,NA,internal (oviduct),dioecism,NA,0,NA,5.3,20000,5.3
2335,Sebastes caurinus,Copper rockfish,Buonaccorsi et al. 2002,0,USA,"Crescent City, CA",41.752965,-124.376048,NA,1999,6,,1,49,2.833333333,0.66,NA,ppdat,293,Sebastes caurinus,58,57,20000,"c(31, 17, NA)",24,"c(5, 3, NA)",4,NA,NA,internal (oviduct),dioecism,NA,0,NA,5.3,20000,5.3
2336,Sebastes caurinus,Copper rockfish,Buonaccorsi et al. 2002,0,USA,"San Miguel Islands, CA",34.114036,-120.364404,NA,1994-1999,6,,1,52.8,2.833333333,0.67,NA,ppdat,293,Sebastes caurinus,58,57,20000,"c(31, 17, NA)",24,"c(5, 3, NA)",4,NA,NA,internal (oviduct),dioecism,NA,0,NA,5.3,20000,5.3
2337,Sebastes caurinus,Copper rockfish,Buonaccorsi et al. 2002,0,USA,"Puget Sound, WA",48.053958,-122.631295,NA,1997,6,,1,36,2.833333333,0.66,NA,ppdat,293,Sebastes caurinus,58,57,20000,"c(31, 17, NA)",24,"c(5, 3, NA)",4,NA,NA,internal (oviduct),dioecism,NA,0,NA,5.3,20000,5.3
2338,Sebastes chrysomelas,Black-and-yellow rockfish,Narum et al. 2004 Copeia,0,USA,"Fort Bragg, Big Creek, and San Miguel Is., CA",36.44823433,-121.8984507,NA,"19,981,998",7,,1,91,2.714285714,0.75,0.07,ppdat,294,Sebastes chrysomelas,39,22,425000,"c(14, 14, NA)",14,"c(3, 3, NA)",3,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,425000,NA
2339,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C1,41.07,-124.35,DKROCKPCOAST,2001,7,,1,31,NA,0.67,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2340,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C7,39.72,-124.03,DKROCKPCOAST,2002,7,,1,15,NA,0.66,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2341,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C8,38.03,-123.83,DKROCKPCOAST,2002,7,,1,11,NA,0.65,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2342,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O10,44.92,-124.42,DKROCKPCOAST,2002,7,,1,56,NA,0.71,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2343,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O11,42.89,-124.78,DKROCKPCOAST,2002,7,,1,19,NA,0.71,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2344,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O12,42.61,-124.71,DKROCKPCOAST,2002,7,,1,44,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2345,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O13,42.29,-124.62,DKROCKPCOAST,2002,7,,1,44,NA,0.7,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2346,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O1A,46.09,-124.4,DKROCKPCOAST,2001,7,,1,30,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2347,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O1B,46.06,-124.7,DKROCKPCOAST,2001,7,,1,28,NA,0.71,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2348,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C2,39.39,-123.95,DKROCKPCOAST,2001,7,,1,35,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2349,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C3,41.71,-124.47,DKROCKPCOAST,2002,7,,1,41,NA,0.7,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2350,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C4,41.37,-124.47,DKROCKPCOAST,2002,7,,1,57,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2351,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C5,41.19,-124.37,DKROCKPCOAST,2002,7,,1,106,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2352,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,C6,40.93,-124.44,DKROCKPCOAST,2002,7,,1,40,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2353,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O3C,45.39,-124.17,DKROCKPCOAST,2001,7,,1,16,NA,0.67,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2354,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O4A,45.06,-124.59,DKROCKPCOAST,2001,7,,1,25,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2355,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O4B,45.06,-124.37,DKROCKPCOAST,2001,7,,1,15,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2356,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O4C,45.05,-124.68,DKROCKPCOAST,2001,7,,1,16,NA,0.66,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2357,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O5A,42.88,-124.8,DKROCKPCOAST,2001,7,,1,14,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2358,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O5B,42.71,-124.71,DKROCKPCOAST,2001,7,,1,22,NA,0.68,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2359,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O6,46.07,-124.68,DKROCKPCOAST,2002,7,,1,11,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2360,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O7,45.62,-124.57,DKROCKPCOAST,2002,7,,1,77,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2361,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O8,45.35,-124.37,DKROCKPCOAST,2002,7,,1,32,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2362,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O9,45.02,-124.34,DKROCKPCOAST,2002,7,,1,114,NA,0.7,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2363,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,W1,47.75,-125.07,DKROCKPCOAST,2001,7,,1,25,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2364,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,W2,46.75,-124.75,DKROCKPCOAST,2001,7,,1,34,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2365,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,W3,47.9,-125.59,DKROCKPCOAST,2002,7,,1,16,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2366,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,W4,47.27,-124.85,DKROCKPCOAST,2002,7,,1,89,NA,0.71,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2367,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O1C,46.06,-124.53,DKROCKPCOAST,2001,7,,1,25,NA,0.71,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2368,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O1D,46.06,-124.47,DKROCKPCOAST,2001,7,,1,25,NA,0.7,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2369,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O2,45.72,-124.26,DKROCKPCOAST,2001,7,,1,37,NA,0.72,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2370,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O3A,45.39,-124.22,DKROCKPCOAST,2001,7,,1,33,NA,0.7,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2371,Sebastes crameri,Darkblotched rockfish,Gomez-Uchida & Banks 2005 CJFAS,0,USA,O3B,45.39,-124.27,DKROCKPCOAST,2001,7,,1,23,NA,0.69,NA,ppdat,295,Sebastes crameri,58,105,"c(19815, NA)","c(24, 25, NA, NA, NA, NA, NA)",24.5,"c(3, 3, NA, NA, NA, NA, NA)",3,one clear seasonal peak per year,NA,internal (oviduct),dioecism,"c(NA, ""coastal"")",0,NA,NA,19815,NA
2373,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB45,0,60,2,0.5,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2374,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB25,0,60,2,0.902,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2375,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB31,0,60,2,0.586,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2376,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB46,0,60,2,0.8,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2377,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB33,0,60,2,0.939,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2378,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB37,0,60,2,0.867,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2379,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB30,0,60,2,0.882,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2380,Sebastes fasciatus,Acadian redfish,Roques et al. 1999 Mol Ecol 8:1703,0,USA,Gulf of Maine,43.25,-67.53333333,ACADREDGOMGB,,1,SEB9,0,60,2,0.799,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2381,Sebastes fasciatus,Acadian redfish,Roques et al. 2001 Mol Ecol,0,USA,Gulf of Maine,42.811522,-69.63501,ACADREDGOMGB,1995-1998,8,,0,30,NA,0.791,NA,ppdat,297,Sebastes fasciatus,30,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,NA,NA
2382,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Florence, OR",43.9759,-124.65957,YTROCKNPCOAST,1993-2005,6,,1,75,4.166666667,0.676,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2383,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Fort Bragg, CA",39.48122,-123.85387,NA,1993-2005,6,,1,65,4.166666667,0.716,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2384,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Neah Bay, WA",48.50554,-125.79765,YTROCKNPCOAST,1993-2005,6,,1,75,4.166666667,0.653,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2385,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Eureka, CA",40.40833,-124.555,YTROCKNPCOAST,1993-2005,6,,1,5,4.166666667,0.641,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2386,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"San Francisco, CA 1",38.075,-123.45167,NA,1993-2005,6,,1,97,4.166666667,0.732,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2387,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"San Francisco, CA 2",37.87756,-123.04324,NA,1993-2005,6,,1,68,4.166666667,0.72,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2388,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"San Luis Obispo, CA",35.15105,-120.82881,NA,1993-2005,6,,1,53,4.166666667,0.749,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2389,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Port Orford, OR",42.72806,-124.67289,YTROCKNPCOAST,1993-2005,6,,1,99,4.166666667,0.7,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2390,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Astoria, OR",46.075,-124.51761,YTROCKNPCOAST,1993-2005,6,,1,108,4.166666667,0.676,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2391,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Cannon Beach, OR 1",45.90849,-124.46891,NA,1993-2005,6,,1,33,4.166666667,0.68,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2392,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Cannon Beach, OR 2",45.69968,-124.50905,NA,1993-2005,6,,1,42,4.166666667,0.627,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2393,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Crescent City, CA",41.75,-124.08333,YTROCKNPCOAST,1993-2005,6,,1,2,4.166666667,0.778,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
